18	8.7736
19	10.0419
20	11.6143
21	10.3983
22	9.7589
23	9.9266
24	9.9266
25	10.1677
26	10.283
27	10.1048
28	9.9266
29	9.9266
30	9.696
31	8.826
32	7.956
33	7.5472
34	7.7778
35	7.956
36	8.0713
37	8.3648
38	8.1866
39	8.0713
40	8.1342
41	8.5325
42	9.4654
43	10.0419
44	10.2201
45	10.4507
46	11.3208
47	12.9455
48	13.9937
49	13.826
50	13.9937
51	15.0943
52	15.3878
53	15.5031
54	15.6184
55	15.566
56	15.7966
57	16.3208
58	16.782
59	16.8973
60	17.1908
61	17.369
62	17.5367
63	17.7673
64	17.9979
65	18.2914
66	18.8155
67	19.392
68	20.2096
69	21.3103
70	22.5367
71	23.522
72	24.2767
73	25.7862
74	28.6268
75	31.2474
76	33.0398
77	35.1887
78	37.8616
79	42.1593
80	47.8512
81	52.7883
82	56.0377
83	57.8407
84	60.3354
85	62.4843
86	63.6478
87	65.9748
88	68.7002
89	72.0126
90	75.9015
91	79.0985
92	81.478
93	83.9203
94	86.0692
95	88.501
96	91.1216
97	93.2075
98	94.6541
99	96.7505
100	100
101	102.8512
102	104.8218
