2.6,0.3
3.6,0.290502793
4.6,0.297619048
5.6,0.257309942
6.6,0.245614035
7.6,0.251428571
8.6,0.259887006
9.6,0.24137931
10.6,0.245614035
11.6,0.245614035
12.6,0.239520958
13.6,0.223684211
14.6,0.262773723
15.6,0.276923077
16.6,0.28358209
17.6,0.277372263
18.6,0.273381295
19.6,0.277777778
20.6,0.283687943
21.6,0.273381295
22.6,0.257142857
23.6,0.258503401
24.6,0.245398773
25.6,0.242774566
26.6,0.238636364
27.6,0.233333333
28.6,0.215384615
29.6,0.206278027
30.6,0.215767635
31.6,0.226890756
32.6,0.22406639
33.6,0.207692308
34.6,0.203773585
35.6,0.217228464
36.6,0.215613383
37.6,0.21641791
38.6,0.220588235
39.6,0.220640569
40.6,0.207612457
41.6,0.213058419
42.6,0.209459459
43.6,0.20735786
44.6,0.205298013
45.6,0.196078431
46.6,0.193548387
47.6,0.196825397
48.6,0.197530864
49.6,0.19760479
50.6,0.195402299
51.6,0.190735695
52.6,0.18556701
53.6,0.177777778
54.6,0.172248804
55.6,0.175675676
56.6,0.215010142
57.6,0.211895911
58.6,0.214411248
59.6,0.217821782
60.6,0.205521472
61.6,0.247933884
62.6,0.303398058
63.6,0.303630363
64.6,0.269430052
65.6,0.248995984
66.6,0.232916266
67.6,0.223048327
68.6,0.169708029
69.6,0.167253521
70.6,0.160608622
71.6,0.164516129
72.6,0.177505738
73.6,0.167400881
74.6,0.161083393
75.6,0.153633218
76.6,0.149797571
77.6,0.150918635
78.6,0.156787763
79.6,0.153271028
80.6,0.13006135
81.6,0.140456182
82.6,0.175377468
83.6,0.1648786
84.6,0.151195108
85.6,0.172826087
86.6,0.199047115
87.6,0.235535074
88.6,0.256944444
89.6,0.270085173
90.6,0.382410961
